,Closest Match,Medicine Name,Active Ingredients,Product Number,List of Excipients,Dosage Form,Formulated compound SMILES,Parent compound SMILES,Parent ChEMBL ID
39,ERTUGLIFLOZIN L-PYROGLUTAMIC ACID,Steglatro,['ERTUGLIFLOZIN L-PYROGLUTAMIC ACID'],EMEA/H/C/004315,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'SODIUM STARCH GLYCOLATE', 'GLYCEROL TRIACETATE', 'IRON OXIDE']",Tablet,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@@]34[C@@H]([C@H]([C@@H]([C@@](O3)(CO4)CO)O)O)O)Cl.C1CC(=O)N[C@@H]1C(=O)O,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,CHEMBL1770248
40,MITAPIVAT SULFATE,Pyrukynd,['MITAPIVAT SULFATE'],EMEA/H/C/005540,"['TITANIUM DIOXIDE', 'MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'SHELLAC', 'HYPROMELLOSE', 'PRINTING INK', 'SODIUM STEARYL FUMARATE', 'AMMONIUM HYDROXIDE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,C1CC1CN2CCN(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5.C1CC1CN2CCN(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5.O.O.O.OS(=O)(=O)O,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,CHEMBL4299940
41,CRIZOTINIB,Xalkori,['CRIZOTINIB'],EMEA/H/C/002489,"['TITANIUM DIOXIDE', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'CALCIUM HYDROGEN PHOSPHATE', 'SODIUM STARCH GLYCOLATE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SILICON DIOXIDE, ANHYDROUS', 'POTASSIUM HYDROXIDE']",Hard Capsule,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL601719
42,PONATINIB HYDROCHLORIDE,Iclusig,['PONATINIB'],EMEA/H/C/002695,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'SODIUM STARCH GLYCOLATE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC']",Tablet,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5.Cl,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,CHEMBL1171837
43,ETRAVIRINE,Intelence,['ETRAVIRINE'],EMEA/H/C/000900,"['MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'SILICON DIOXIDE, ANHYDROUS', 'SILICIFIED MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM']",Tablet,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,CHEMBL308954
44,ELVITEGRAVIR,Genvoya,"['ELVITEGRAVIR', 'COBICISTAT', 'EMTRICITABINE', 'TENOFOVIR ALAFENAMIDE']",EMEA/H/C/004042,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,CC(C)[C@@H](CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,CHEMBL204656
45,COBICISTAT,Genvoya,"['ELVITEGRAVIR', 'COBICISTAT', 'EMTRICITABINE', 'TENOFOVIR ALAFENAMIDE']",EMEA/H/C/004042,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,CHEMBL2095208
46,EMTRICITABINE,Genvoya,"['ELVITEGRAVIR', 'COBICISTAT', 'EMTRICITABINE', 'TENOFOVIR ALAFENAMIDE']",EMEA/H/C/004042,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,CHEMBL885
47,TENOFOVIR ALAFENAMIDE FUMARATE,Genvoya,"['ELVITEGRAVIR', 'COBICISTAT', 'EMTRICITABINE', 'TENOFOVIR ALAFENAMIDE']",EMEA/H/C/004042,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,C[C@H](CN1C=NC2=C(N=CN=C21)N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3.C[C@H](CN1C=NC2=C(N=CN=C21)N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3.C(=C/C(=O)O)\C(=O)O,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,CHEMBL2107825
48,TOLCAPONE,Tasmar,['TOLCAPONE'],EMEA/H/C/000132,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POVIDONE', 'CALCIUM HYDROGEN PHOSPHATE', 'SODIUM STARCH GLYCOLATE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'ETHYLCELLULOSE', 'SODIUM LAURIL SULFATE', 'TALC']",Tablet,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,CHEMBL1324
49,SORAFENIB TOSILATE,Sorafenib Accord ,['SORAFENIB TOSILATE'],EMEA/H/C/005921,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336
50,IBANDRONATE SODIUM MONOHYDRATE,Ibandronic Acid Teva,['IBANDRONIC ACID'],EMEA/H/C/001195,"['TITANIUM DIOXIDE', 'POLYSORBATE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'STEARIC ACID', 'OPADRY', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSPOVIDONE']",Tablet,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].O.[Na+],CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL997
51,RILUZOLE,Riluzole Zentiva,['RILUZOLE'],EMEA/H/C/002622,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'CALCIUM HYDROGEN PHOSPHATE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSCARMELLOSE SODIUM']",Tablet,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,Nc1nc2ccc(OC(F)(F)F)cc2s1,CHEMBL744
52,ELBASVIR,Zepatier,"['ELBASVIR', 'GRAZOPREVIR']",EMEA/H/C/004126,"['TITANIUM DIOXIDE', 'MANNITOL', 'COPOVIDONE', 'MICROCRYSTALLINE CELLULOSE', 'SODIUM CHLORIDE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'VITAMIN E POLYETHYLENE GLYCOL SUCCINATE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'CARNAUBA WAX', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,CC(C)[C@@H](C(=O)N1CCC[C@H]1C2=NC=C(N2)C3=CC4=C(C=C3)N5[C@@H](OC6=C(C5=C4)C=CC(=C6)C7=CN=C(N7)[C@@H]8CCCN8C(=O)[C@H](C(C)C)NC(=O)OC)C9=CC=CC=C9)NC(=O)OC,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,CHEMBL3039514
53,GRAZOPREVIR,Zepatier,"['ELBASVIR', 'GRAZOPREVIR']",EMEA/H/C/004126,"['TITANIUM DIOXIDE', 'MANNITOL', 'COPOVIDONE', 'MICROCRYSTALLINE CELLULOSE', 'SODIUM CHLORIDE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'VITAMIN E POLYETHYLENE GLYCOL SUCCINATE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'CARNAUBA WAX', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,CC(C)(C)[C@H]1C(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=NC6=C(C=CC(=C6)OC)N=C5CCCCC[C@@H]7C[C@H]7OC(=O)N1,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,CHEMBL2063090
54,LAMIVUDINE,Lamivudine Teva,['LAMIVUDINE'],EMEA/H/C/001113,"['TITANIUM DIOXIDE', 'POLYSORBATE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'SODIUM STARCH GLYCOLATE', 'IRON OXIDE']",Tablet,C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,CHEMBL141
55,CLOPIDOGREL HYDROGEN SULPHATE,Clopidogrel ratiopharm,['CLOPIDOGREL (AS HYDROGEN SULFATE)'],EMEA/H/C/004006,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'POLYETHYLENE GLYCOL', 'HYDROGENATED VEGETABLE OIL', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SODIUM LAURIL SULFATE', 'INDIGO CARMINE', 'CROSPOVIDONE']",Tablet,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,CHEMBL1771
56,IBANDRONATE SODIUM MONOHYDRATE,Iasibon,['IBANDRONIC ACID'],EMEA/H/C/002025,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'GLYCEROL DIBEHENATE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSPOVIDONE']",Tablet,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].O.[Na+],CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL997
57,TERIFLUNOMIDE,Teriflunomide Accord,['TERIFLUNOMIDE'],EMEA/H/C/005960,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'SODIUM STARCH GLYCOLATE', 'SILICON DIOXIDE, ANHYDROUS', 'INDIGO CARMINE', 'MAIZE STARCH']",Tablet,C/C(=C(\C#N)/C(=O)NC1=CC=C(C=C1)C(F)(F)F)/O,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,CHEMBL973
58,AMLODIPINE BESILATE,Exforge,"['VALSARTAN', 'AMLODIPINE (AS AMLODIPINE BESILATE)']",EMEA/H/C/000716,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC', 'CROSPOVIDONE']",Tablet,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CHEMBL1491
59,VALSARTAN,Exforge,"['VALSARTAN', 'AMLODIPINE (AS AMLODIPINE BESILATE)']",EMEA/H/C/000716,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC', 'CROSPOVIDONE']",Tablet,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CHEMBL1069
60,AMLODIPINE BESILATE,Dafiro,"['AMLODIPINE', 'VALSARTAN']",EMEA/H/C/000776,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC', 'CROSPOVIDONE']",Tablet,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CHEMBL1491
61,VALSARTAN,Dafiro,"['AMLODIPINE', 'VALSARTAN']",EMEA/H/C/000776,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC', 'CROSPOVIDONE']",Tablet,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CHEMBL1069
62,AMLODIPINE BESILATE,Copalia,"['VALSARTAN', 'AMLODIPINE (AS AMLODIPINE BESILATE)']",EMEA/H/C/000774,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC', 'CROSPOVIDONE']",Tablet,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CHEMBL1491
63,VALSARTAN,Copalia,"['VALSARTAN', 'AMLODIPINE (AS AMLODIPINE BESILATE)']",EMEA/H/C/000774,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC', 'CROSPOVIDONE']",Tablet,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CHEMBL1069
64,VILDAGLIPTIN,Icandra (previously Vildagliptin / metformin hydrochloride Novartis),"['VILDAGLIPTIN', 'METFORMIN HYDROCHLORIDE']",EMEA/H/C/001050,"['TITANIUM DIOXIDE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'TALC']",Tablet,C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,CHEMBL142703
65,METFORMIN HYDROCHLORIDE,Icandra (previously Vildagliptin / metformin hydrochloride Novartis),"['VILDAGLIPTIN', 'METFORMIN HYDROCHLORIDE']",EMEA/H/C/001050,"['TITANIUM DIOXIDE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'TALC']",Tablet,CN(C)C(=N)N=C(N)N.Cl,CN(C)C(=N)N=C(N)N,CHEMBL1431
66,TRIENTINE DIHYDROCHLORIDE,Cufence,['TRIENTINE DIHYDROCHLORIDE'],EMEA/H/C/004111,"['TITANIUM DIOXIDE', 'GELATIN', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SILICON DIOXIDE, ANHYDROUS']",Hard Capsule,C(CNCCNCCN)N.Cl.Cl,NCCNCCNCCN,CHEMBL609
67,TOPOTECAN HYDROCHLORIDE,Hycamtin,['TOPOTECAN'],EMEA/H/C/000123,"['TITANIUM DIOXIDE', 'GELATIN', 'GLYCERYL MONOSTEARATE', 'SHELLAC', 'PRINTING INK', 'ETHANOL', 'AMMONIA', 'HYDROGENATED VEGETABLE OIL', 'BUTANOL', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'ISOPROPYL ALCOHOL', 'POTASSIUM HYDROXIDE']",Hard Capsule,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,CHEMBL84
68,TELMISARTAN,Micardis,['TELMISARTAN'],EMEA/H/C/000209,"['SODIUM HYDROXIDE', 'MAGNESIUM STEARATE', 'SORBITOL', 'POVIDONE', 'MEGLUMINE']",Tablet,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CHEMBL1017
69,RILPIVIRINE HYDROCHLORIDE,Edurant,['RILPIVIRINE HYDROCHLORIDE'],EMEA/H/C/002264,"['TITANIUM DIOXIDE', 'POLYSORBATE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'GLYCEROL TRIACETATE', 'SILICIFIED MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM']",Tablet,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)/C=C/C#N.Cl,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,CHEMBL175691
70,SITAGLIPTIN FUMARATE,Sitagliptin SUN,['SITAGLIPTIN FUMARATE'],EMEA/H/C/005741,"['TITANIUM DIOXIDE', 'HYDROGENATED CASTOR OIL', 'GLYCEROL DIBEHENATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'CALCIUM HYDROGEN PHOSPHATE', 'IRON OXIDE', 'TALC', 'CROSPOVIDONE']",Tablet,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N.C(=C/C(=O)[O-])\C(=O)[O-],N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422
71,CAPECITABINE,Xeloda,['CAPECITABINE'],EMEA/H/C/000316,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE', 'MAGNESIUM STEARATE', 'HYPROMELLOSE', 'TALC', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Tablet,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CHEMBL1773
72,THALIDOMIDE,Thalidomide Lipomed,['THALIDOMIDE'],EMEA/H/C/005715,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'SUCROSE', 'HEAVY KAOLIN', 'CALCIUM CARBONATE', 'ACACIA', 'COPOVIDONE', 'TALC']",Tablet,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CHEMBL468
73,RALTEGRAVIR POTASSIUM,Isentress,['RALTEGRAVIR'],EMEA/H/C/000860,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Tablet,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+],Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,CHEMBL254316
74,RALTEGRAVIR POTASSIUM,Isentress,['RALTEGRAVIR'],EMEA/H/C/000860,"['SUCRALOSE', 'AMMONIUM GLYCYRRHIZATE', 'MAGNESIUM STEARATE', 'SORBITOL', 'IRON OXIDE', 'CROSPOVIDONE', 'OLEIC ACID', 'POLYETHYLENE GLYCOL', 'MEDIUM CHAIN TRIGLYCERIDES', 'HYDROXYPROPYLCELLULOSE', 'ETHYLCELLULOSE', 'SUCROSE', 'FLAVOUR', 'SODIUM CITRATE DIHYDRATE', 'FRUCTOSE', 'MANNITOL', 'HYPROMELLOSE', 'ASPARTAME', 'SODIUM STEARYL FUMARATE', 'AMMONIUM HYDROXIDE', 'SODIUM SACCHARIN']",Chewable Tablet,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+],Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,CHEMBL254316
75,RALTEGRAVIR POTASSIUM,Isentress,['RALTEGRAVIR'],EMEA/H/C/000860,"['MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'CARMELLOSE SODIUM', 'SUCRALOSE', 'AMMONIUM GLYCYRRHIZATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'OLEIC ACID', 'POLYETHYLENE GLYCOL', 'SORBITOL', 'MEDIUM CHAIN TRIGLYCERIDES', 'FLAVOUR', 'HYDROXYPROPYLCELLULOSE', 'AMMONIUM HYDROXIDE', 'FRUCTOSE', 'ETHYLCELLULOSE', 'CROSPOVIDONE']",Granules for suspension,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+],Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,CHEMBL254316
